glycan_id,glycan,species,label,inferred_origin,link,source,Unnamed: 0.1,ID,Link,Species_x,split,name,Unnamed: 0,Species_y,Genus,Family,Order,Class,Phylum,Kingdom,Domain,ref,glytoucan_id,glycan_type,disease_association,disease_id,disease_sample,disease_direction,disease_ref,disease_species,tissue_sample,tissue_id,tissue_ref,tissue_species,Composition
2656.0,GalNAcOS(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Homo_sapiens', 'Ovis_aries', 'Sus_scrofa']",0.0,,N,glycobase.csv,,,,,,,2120.0,"['Homo_sapiens', 'Ovis_aries', 'Sus_scrofa']","['Homo', 'Ovis', 'Sus']","['Hominidae', 'Bovidae', 'Suidae']","['Primates', 'Artiodactyla', 'Artiodactyla']","['Mammalia', 'Mammalia', 'Mammalia']","['Chordata', 'Chordata', 'Chordata']","['Animalia', 'Animalia', 'Animalia']","['Eukarya', 'Eukarya', 'Eukarya']","['', '', '']",G21256CQ,N,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 5, 'Hex': 3, 'S': 1}"
2662.0,NeuNAc(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc,['Homo_sapiens'],0.0,,free,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2664.0,GlcNAc(a1-4)GalNAc(a1-6)GlcNAc,"['Escherichia_coli', 'Stenotrophomonas_maltophilia']",1.0,,,glycobase.csv,,,,,,,3218.0,"['Escherichia_coli', 'Stenotrophomonas_maltophilia']","['Escherichia', 'Stenotrophomonas']","['Enterobacteriaceae', 'Xanthomonadaceae']","['Enterobacterales', 'Xanthomonadales']","['Gammaproteobacteria', 'Gammaproteobacteria']","['Proteobacteria', 'Proteobacteria']","['Bacteria', 'Bacteria']","['Bacteria', 'Bacteria']","['https://pubmed.ncbi.nlm.nih.gov/31778182/', 'https://link.springer.com/article/10.1007/s11172-017-1802-?']",,,[],[],[],[],[],[],[],[],[],[],{'HexNAc': 3}
2665.0,Glc(b1-3)[Glc(a1-4)]Gal(b1-4)Glc,"['Halomonas_magadiensis', 'Halomonas_stevensii']",1.0,,,glycobase.csv,,,,,,,2051.0,"['Halomonas_magadiensis', 'Halomonas_stevensii', 'Klebsiella_pneumoniae']","['Halomonas', 'Halomonas', 'Klebsiella']","['Halomonadaceae', 'Halomonadaceae', 'Enterobacteriaceae']","['Oceanospirillales', 'Oceanospirillales', 'Enterobacterales']","['Gammaproteobacteria', 'Gammaproteobacteria', 'Gammaproteobacteria']","['Proteobacteria', 'Proteobacteria', 'Proteobacteria']","['Bacteria', 'Bacteria', 'Bacteria']","['Bacteria', 'Bacteria', 'Bacteria']","['', '', 'https://www.sciencedirect.com/science/article/pii/S0141813018373884']",,,[],[],[],[],[],[],[],[],[],[],{'Hex': 4}
2689.0,GlcNAc(b1-4)Rha(a1-3)GlcNAc,"['Klebsiella_pneumoniae', 'Raoultella_terrigena']",1.0,,,glycobase.csv,,,,,,,3716.0,"['Klebsiella_pneumoniae', 'Raoultella_terrigena']","['Klebsiella', 'Raoultella']","['Enterobacteriaceae', 'Enterobacteriaceae']","['Enterobacterales', 'Enterobacterales']","['Gammaproteobacteria', 'Gammaproteobacteria']","['Proteobacteria', 'Proteobacteria']","['Bacteria', 'Bacteria']","['Bacteria', 'Bacteria']","['', '']",G98858ZM,,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 2, 'dHex': 1}"
2704.0,GlcNAcNButA(b1-4)FucOAcNAm(a1-3)QuiNAc(a1-4)GlcNAcNButA,['Plesiomonas_shigelloides'],1.0,,,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722.0,Rha(a1-2)Rha(a1-3)RhaOAc(a1-3)[Glc(a1-2)Glc(a1-4)]GlcNAc(b1-2)Rha,['Shigella_flexneri'],1.0,,,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737.0,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738.0,[Glc(a1-4)Glc(a1-3)]Rha(a1-3)ManNAcOAc(b1-4)Rha,['Aeromonas_salmonicida'],1.0,,,glycobase.csv,,,,,,,5018.0,['Aeromonas_salmonicida'],['Aeromonas'],['Aeromonadaceae'],['Aeromonadales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,repeat,[],[],[],[],[],[],[],[],[],[],"{'Hex': 2, 'dHex': 2, 'HexNAc': 1, 'Ac': 1}"
2753.0,QuiNAc(b1-3)Ribf(b1-4)[Gal(a1-3)Gal(a1-3)]Gal(b1-3)[Glc(a1-4)]GalNAc(a1-4)QuiNAc,"['Salmonella_sp', 'Salmonella_telaviv']",1.0,,,glycobase.csv,,,,,,,2397.0,"['Salmonella_enterica', 'Salmonella_sp', 'Salmonella_telaviv']","['Salmonella', 'Salmonella', 'Salmonella']","['Enterobacteriaceae', 'Enterobacteriaceae', 'Enterobacteriaceae']","['Enterobacterales', 'Enterobacterales', 'Enterobacterales']","['Gammaproteobacteria', 'Gammaproteobacteria', 'Gammaproteobacteria']","['Proteobacteria', 'Proteobacteria', 'Proteobacteria']","['Bacteria', 'Bacteria', 'Bacteria']","['Bacteria', 'Bacteria', 'Bacteria']","['https://pubmed.ncbi.nlm.nih.gov/30015261/', '', 'https://pubmed.ncbi.nlm.nih.gov/30015261/']",,,[],[],[],[],[],[],[],[],[],[],{}
2756.0,Man(b1-2)Man(a1-2)Man(a1-2)Man(b1-3)GlcNAc(b1-2)Man,"['Salmonella_sp', 'Salmonella_thompson']",1.0,,,glycobase.csv,,,,,,,2392.0,"['Salmonella_enterica', 'Salmonella_sp', 'Salmonella_thompson']","['Salmonella', 'Salmonella', 'Salmonella']","['Enterobacteriaceae', 'Enterobacteriaceae', 'Enterobacteriaceae']","['Enterobacterales', 'Enterobacterales', 'Enterobacterales']","['Gammaproteobacteria', 'Gammaproteobacteria', 'Gammaproteobacteria']","['Proteobacteria', 'Proteobacteria', 'Proteobacteria']","['Bacteria', 'Bacteria', 'Bacteria']","['Bacteria', 'Bacteria', 'Bacteria']","['https://pubmed.ncbi.nlm.nih.gov/29255460/', '', 'https://pubmed.ncbi.nlm.nih.gov/23848592/']",,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 5, 'HexNAc': 1}"
2759.0,6dTalOAc(a1-2)[Araf(a1-6)]GlcNAc(b1-3)6dTalOAc,['Stenotrophomonas_maltophilia'],1.0,,,glycobase.csv,,,,,,,19829.0,['Stenotrophomonas_maltophilia'],['Stenotrophomonas'],['Xanthomonadaceae'],['Xanthomonadales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,repeat,[],[],[],[],[],[],[],[],[],[],{}
2770.0,GlcASer(b1-3)GalNAc(b1-4)Glc(b1-3)Gal(a1-4)GalNAc(b1-4)GlcASer,['Providencia_alcalifaciens'],1.0,,,glycobase.csv,,,,,,,17345.0,['Providencia_alcalifaciens'],['Providencia'],['Morganellaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,,[],[],[],[],[],[],[],[],[],[],"{'HexA': 2, 'HexNAc': 2, 'Hex': 2, 'S': 2}"
2780.0,Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-3)GlcNAc(b1-3)[NeuNAc(a2-6)]Gal(b1-4)GlcNAc(b1-3)[NeuNAc(a2-6)]GalNAc,['Homo_sapiens'],0.0,,O,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794.0,GlcOSA(b1-3)Gal(b1-3)[NeuNAc(a2-6)]Gal(b1-4)Xyl,['Homo_sapiens'],0.0,,O,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802.0,NeuNAc(a2-3)Man(b1-4)Glc,['Homo_sapiens'],0.0,,free,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820.0,GalOS(b1-4)GlcNAc(b1-4)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],0.0,,N,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857.0,Glc(a1-4)Gal(b1-4)[Gal(b1-7)]LDManHep(a1-5)KdoOP,['Pseudoalteromonas_issachenkonii '],1.0,,,glycobase.csv,,,,,,,17486.0,['Pseudoalteromonas_issachenkonii '],['Pseudoalteromonas'],['Pseudoalteromonadaceae'],['Alteromonadales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,,[],[],[],[],[],[],[],[],[],[],{}
2890.0,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Bos_taurus', 'Homo_sapiens', 'MurineLeukemia_Virus', 'Mus_musculus']",0.0,,N,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896.0,Gal(b1-4)GlcNAc(b1-6)Man(a1-6)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,glycobase.csv,,,,,,,11951.0,['Homo_sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],[''],G75022UP,N,[],[],[],[],[],[],['urine'],['UBERON:0001088'],['https://doi.org/10.1111/j.1432-1033.1991.tb16302.x'],['Homo_sapiens'],"{'Hex': 3, 'HexNAc': 3, 'dHex': 1}"
2906.0,Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],0.0,,N,glycobase.csv,,,,,,,3524.0,"['Homo_sapiens', 'HumanInfluenzaA_Virus']","['Homo', 'Alphainfluenzavirus']","['Hominidae', 'Orthomyxoviridae']","['Primates', 'Articulavirales']","['Mammalia', 'Insthoviricetes']","['Chordata', 'Negarnaviricota']","['Animalia', 'Riboviria']","['Eukarya', 'Virus']","['', 'https://pubs.acs.org/doi/10.1021/acs.analchem.8b05372']",G71470CO,N,[],[],[],[],[],[],[],[],[],[],"{'Hex': 6, 'HexNAc': 3}"
2907.0,GalOS(b1-4)GlcNAc(b1-4)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],0.0,,N,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2917.0,NeuNAc(a2-3)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc,,1.0,Bacteria,,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2927.0,GlcNAc(b1-3)Gal(b1-3)[NeuNAc(a2-6)]GalNAc,"['Bos_taurus', 'Homo_sapiens']",0.0,,O,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2938.0,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,glycobase.csv,,,,,,,10961.0,['Homo_sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],[''],G70945OS,N,[],[],[],[],[],[],['plasma'],['ENVO:01000798'],['https://pubmed.ncbi.nlm.nih.gov/1577715/'],['Homo_sapiens'],"{'dHex': 3, 'Hex': 5, 'HexNAc': 5}"
2973.0,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc,"['Helicobacter_mustelae', 'Helicobacter_pylori']",1.0,,,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2996.0,Gal(b1-4)[Fuc(a1-3)]GlcNAcOS,,1.0,Eukarya,,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033.0,GalNAmA(a1-3)QuiNAc(b1-3)Fuc(a1-3)GalNAmA,['Vibrio_vulnificus'],1.0,,,glycobase.csv,,,,,,,21337.0,['Vibrio_vulnificus'],['Vibrio'],['Vibrionaceae'],['Vibrionales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,,[],[],[],[],[],[],[],[],[],[],{}
3039.0,Gal(b1-3)GalNAc(b1-4)[NeuNAc(a2-8)NeuNAc(a2-8)NeuNAc(a2-3)]Gal(b1-4)Glc,,1.0,Bacteria,,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041.0,Rha(a1-3)ManNAc(b1-4)Rha,"['Aeromonas_salmonicida', 'Burkholderia_plantarii', 'Vibrio_fluvialis']",1.0,,,glycobase.csv,,,,,,,776.0,"['Aeromonas_salmonicida', 'Burkholderia_cepacia', 'Burkholderia_plantarii', 'Pseudomonas_aeruginosa', 'Vibrio_cholerae', 'Vibrio_fluvialis']","['Aeromonas', 'Burkholderia', 'Burkholderia', 'Pseudomonas', 'Vibrio', 'Vibrio']","['Aeromonadaceae', 'Burkholderiaceae', 'Burkholderiaceae', 'Pseudomonadaceae', 'Vibrionaceae', 'Vibrionaceae']","['Aeromonadales', 'Burkholderiales', 'Burkholderiales', 'Pseudomonadales', 'Vibrionales', 'Vibrionales']","['Gammaproteobacteria', 'Betaproteobacteria', 'Betaproteobacteria', 'Gammaproteobacteria', 'Gammaproteobacteria', 'Gammaproteobacteria']","['Proteobacteria', 'Proteobacteria', 'Proteobacteria', 'Proteobacteria', 'Proteobacteria', 'Proteobacteria']","['Bacteria', 'Bacteria', 'Bacteria', 'Bacteria', 'Bacteria', 'Bacteria']","['Bacteria', 'Bacteria', 'Bacteria', 'Bacteria', 'Bacteria', 'Bacteria']","['', 'https://pubs.rsc.org/en/content/articlelanding/2018/np/c8np00046h#!divAbstract', 'https://pubs.rsc.org/en/content/articlelanding/2018/np/c8np00046h#!divAbstract', 'https://pubmed.ncbi.nlm.nih.gov/25358682/', 'https://pubmed.ncbi.nlm.nih.gov/30763794/', '']",,repeat,[],[],[],[],[],[],[],[],[],[],"{'dHex': 2, 'HexNAc': 1}"
3051.0,RhaNAc(a1-3)Fuc(a1-4)Glc(b1-3)[Glc(b1-4)]GalNAc(a1-2)RhaNAc,['Salmonella_sp'],1.0,,,glycobase.csv,,,,,,,18887.0,['Salmonella_sp'],['Salmonella'],['Enterobacteriaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,,[],[],[],[],[],[],[],[],[],[],{}
3053.0,GlcNAcOS(b1-6)[NeuNAc(a2-6)Gal(b1-3)]GalNAc,['Homo_sapiens'],0.0,,O,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080.0,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc,"['Escherichia_coli', 'Pasteurella_multocida']",1.0,,,glycobase.csv,,,,,,,1081.0,"['Cricetulus_griseus', 'Escherichia_coli', 'Homo_sapiens', 'Mus_musculus', 'Pasteurella_multocida']","['Cricetulus', 'Escherichia', 'Homo', 'Mus', 'Pasteurella']","['Cricetidae', 'Enterobacteriaceae', 'Hominidae', 'Muridae', 'Pasteurellaceae']","['Rodentia', 'Enterobacterales', 'Primates', 'Rodentia', 'Pasteurellales']","['Mammalia', 'Gammaproteobacteria', 'Mammalia', 'Mammalia', 'Gammaproteobacteria']","['Chordata', 'Proteobacteria', 'Chordata', 'Chordata', 'Proteobacteria']","['Animalia', 'Bacteria', 'Animalia', 'Animalia', 'Bacteria']","['Eukarya', 'Bacteria', 'Eukarya', 'Eukarya', 'Bacteria']","['', '', '', '', '']",G00058MO,N,[],[],[],[],[],[],[],[],[],[],"{'Hex': 2, 'HexNAc': 2}"
3081.0,GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Caenorhabditis_elegans', 'Drosophila_melanogaster', 'Homo_sapiens', 'Lupinus_luteus', 'Synsepalum_dulcificum']",0.0,,N,glycobase.csv,,,,,,,157.0,"['Acer_pseudoplatanus', 'Anas_sp', 'Apis_mellifera', 'Bombyx_mori', 'Caenorhabditis_elegans', 'Capra_hircus', 'Cavia_porcellus', 'Coturnix_japonica', 'Dirofilaria_immitis', 'Drosophila_melanogaster', 'Fasciola_hepatica', 'Homo_sapiens', 'Leptinotarsa_decemlineata', 'Lupinus_luteus', 'Mus_musculus', 'Oesophagostomum_dentatum', 'Pristionchus_pacificus', 'Rapana_venosa', 'Synsepalum_dulcificum', 'Trichoplusia_ni', 'Volvarina_rubella', 'Callipepla_squamata', 'Colinus_virginianus', 'Coturnix_japonica', 'Oreortyx_pictus']","['Acer', 'Anas', 'Apis', 'Bombyx', 'Caenorhabditis', 'Capra', 'Cavia', 'Coturnix', 'Dirofilaria', 'Drosophila', 'Fasciola', 'Homo', 'Leptinotarsa', 'Lupinus', 'Mus', 'Oesophagostomum', 'Pristionchus', 'Rapana', 'Synsepalum', 'Trichoplusia', 'Volvarina', 'Callipepla', 'Colinus', 'Coturnix', 'Oreortyx']","['Sapindaceae', 'Anatidae', 'Apidae', 'Bombycidae', 'Rhabditidae', 'Bovidae', 'Caviidae', 'Phasianidae', 'Onchocercidae', 'Drosophilidae', 'Fasciolidae', 'Hominidae', 'Chrysomelidae', 'Fabaceae', 'Muridae', 'Strongylidae', 'Diplogastridae', 'Muricidae', 'Sapotaceae', 'Noctuidae', 'Marginellidae', 'Odontophoridae', 'Odontophoridae', 'Phasianidae', 'Odontophoridae']","['Sapindales', 'Anseriformes', 'Hymenoptera', 'Lepidoptera', 'Rhabditida', 'Artiodactyla', 'Rodentia', 'Galliformes', 'Rhabditida', 'Diptera', 'Plagiorchiida', 'Primates', 'Coleoptera', 'Fabales', 'Rodentia', 'Rhabditida', 'Rhabditida', 'Neogastropoda', 'Ericales', 'Lepidoptera', 'Neogastropoda', 'Galliformes', 'Galliformes', 'Galliformes', 'Galliformes']","['Dicotyledons', 'Aves', 'Insecta', 'Insecta', 'Chromadorea', 'Mammalia', 'Mammalia', 'Aves', 'Chromadorea', 'Insecta', 'Rhabditophora', 'Mammalia', 'Insecta', 'Dicotyledons', 'Mammalia', 'Chromadorea', 'Chromadorea', 'Gastropoda', 'Dicotyledons', 'Insecta', 'Gastropoda', 'Aves', 'Aves', 'Aves', 'Aves']","['Angiosperms', 'Chordata', 'Arthropoda', 'Arthropoda', 'Nematoda', 'Chordata', 'Chordata', 'Chordata', 'Nematoda', 'Arthropoda', 'Platyhelminthes', 'Chordata', 'Arthropoda', 'Angiosperms', 'Chordata', 'Nematoda', 'Nematoda', 'Mollusca', 'Angiosperms', 'Arthropoda', 'Mollusca', 'Chordata', 'Chordata', 'Chordata', 'Chordata']","['Plantae', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Plantae', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Plantae', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia', 'Animalia']","['Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya', 'Eukarya']","['', '', 'https://pubmed.ncbi.nlm.nih.gov/30104209/', 'https://pubmed.ncbi.nlm.nih.gov/35397991/', 'https://pubmed.ncbi.nlm.nih.gov/12038976/', 'https://pubmed.ncbi.nlm.nih.gov/33092920/', '', '', 'https://pubmed.ncbi.nlm.nih.gov/30622255/', '', 'https://pubmed.ncbi.nlm.nih.gov/27104959/', '', 'https://doi.org/10.1016/j.jinsphys.2019.03.009', 'https://pubmed.ncbi.nlm.nih.gov/11042390/', '', 'https://pubmed.ncbi.nlm.nih.gov/27751954/', 'https://pubmed.ncbi.nlm.nih.gov/25639343/', 'https://www.sciencedirect.com/science/article/pii/S0006291X05007357', '', 'https://pubmed.ncbi.nlm.nih.gov/28077298/', 'https://pubmed.ncbi.nlm.nih.gov/26598642/', 'https://pubmed.ncbi.nlm.nih.gov/30537828/', 'https://pubmed.ncbi.nlm.nih.gov/30537828/', 'https://pubmed.ncbi.nlm.nih.gov/30537828/', 'https://pubmed.ncbi.nlm.nih.gov/30537828/']",G64481DJ,N,[],[],[],[],[],[],"['NS0_cell_line', 'iPS1A_cell_line', 'iPS2A_cell_line', 'spleen', 'egg_white', 'egg_white', 'egg_white', 'egg_white']","['cellosaurus:CVCL_3940', '', '', 'UBERON:0002106', 'UBERON_0008944', 'UBERON_0008944', 'UBERON_0008944', 'UBERON_0008944']","['https://pubmed.ncbi.nlm.nih.gov/36068283/', 'https://pubmed.ncbi.nlm.nih.gov/23345451/', 'https://pubmed.ncbi.nlm.nih.gov/23345451/', 'https://doi.org/10.1111/j.1432-1033.1993.tb18020.x', 'https://pubmed.ncbi.nlm.nih.gov/30537828/', 'https://pubmed.ncbi.nlm.nih.gov/30537828/', 'https://pubmed.ncbi.nlm.nih.gov/30537828/', 'https://pubmed.ncbi.nlm.nih.gov/30537828/']","['Mus_musculus', 'Homo_sapiens', 'Homo_sapiens', 'Homo_sapiens', 'Callipepla_squamata', 'Colinus_virginianus', 'Coturnix_japonica', 'Oreortyx_pictus']","{'HexNAc': 3, 'Hex': 3}"
3111.0,[Glc(b1-3)]GalNAc(a1-6)Gal(b1-3)[Glc(a1-4)]GalNAc(b1-4)GlcNAc(a1-4)GalNAc,['Hafnia_alvei'],1.0,,,glycobase.csv,,,,,,,10451.0,['Hafnia_alvei'],['Hafnia'],['Hafniaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,repeat,[],[],[],[],[],[],[],[],[],[],"{'Hex': 3, 'HexNAc': 4}"
3112.0,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,glycobase.csv,,,,,,,11855.0,['Homo_sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],[''],G83459UI,N,[],[],[],[],[],[],[],[],[],[],"{'Hex': 6, 'HexNAc': 5, 'dHex': 1}"
3124.0,Fuc(a1-3)Man(a1-3)QuiNAc(b1-4)Kdo(a1-6)Gal(a1-6)[GalA(a1-4)]Man(a1-5)Kdo(a1-4)[GalA(a1-4)]Kdo(a1-5)GalA,,1.0,Bacteria,,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3129.0,FucNAc(a1-2)QuiNAc(b1-3)FucNAc(a1-3)QuiNAc(a1-3)FucNAc,['Pseudomonas_cichorii'],1.0,,,glycobase.csv,,,,,,,17800.0,['Pseudomonas_cichorii'],['Pseudomonas'],['Pseudomonadaceae'],['Pseudomonadales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,,[],[],[],[],[],[],[],[],[],[],{}
3148.0,GalNAc(b1-4)[NeuNGc(a2-3)]Gal(b1-4)Glc,,1.0,Bacteria,,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3166.0,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc,['Homo_sapiens'],0.0,,N,glycobase.csv,,,,,,,2024.0,"['Gallus_gallus', 'Homo_sapiens', 'unidentified_influenza_virus']","['Gallus', 'Homo', 'undetermined']","['Phasianidae', 'Hominidae', 'Orthomyxoviridae']","['Galliformes', 'Primates', 'Articulavirales']","['Aves', 'Mammalia', 'Insthoviricetes']","['Chordata', 'Chordata', 'Negarnaviricota']","['Animalia', 'Animalia', 'Riboviria']","['Eukarya', 'Eukarya', 'Virus']","['', '', '']",G03053IU,N,[],[],[],[],[],[],['spleen'],['UBERON:0002106'],['https://pubmed.ncbi.nlm.nih.gov/3997819/'],['Homo_sapiens'],"{'HexNAc': 3, 'Hex': 3}"
3186.0,Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-4)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3189.0,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GalNAc,,1.0,Chordata,,glycobase.csv,,,,,,,1561.0,"['Mustela_furo', 'Ovis_aries', 'undetermined']","['Mustela', 'Ovis', 'Rattus']","['Mustelidae', 'Bovidae', 'Muridae']","['Carnivora', 'Artiodactyla', 'Rodentia']","['Mammalia', 'Mammalia', 'Mammalia']","['Chordata', 'Chordata', 'Chordata']","['Animalia', 'Animalia', 'Animalia']","['Eukarya', 'Eukarya', 'Eukarya']","['https://pubmed.ncbi.nlm.nih.gov/25135641/', 'https://pubmed.ncbi.nlm.nih.gov/34379775/', '']",G15626ED,O,[],[],[],[],[],[],"['cervical_mucus', 'trachea']","['UBERON:0000316', 'UBERON:0003126']","['https://pubmed.ncbi.nlm.nih.gov/34379775/', 'https://pubmed.ncbi.nlm.nih.gov/25135641/']","['Ovis_aries', 'Mustela_furo']","{'HexNAc': 2, 'dHex': 1, 'Hex': 1}"
3204.0,Rha(a1-3)[GalNAc(b1-2)]Rha(a1-2)Rha,['Aggregatibacter_actinomycetemcomitans'],1.0,,,glycobase.csv,,,,,,,5068.0,['Aggregatibacter_actinomycetemcomitans'],['Aggregatibacter'],['Pasteurellaceae'],['Pasteurellales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 3, 'HexNAc': 1}"
3211.0,Rha(a1-3)Rha(a1-2)Rha(b1-3)Rha,['Burkholderia_cepacia'],1.0,,,glycobase.csv,,,,,,,6827.0,['Burkholderia_cepacia'],['Burkholderia'],['Burkholderiaceae'],['Burkholderiales'],['Betaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,,[],[],[],[],[],[],[],[],[],[],{'dHex': 4}
3215.0,GalNAc(b1-4)[NeuNGc(a2-3)]Gal,,1.0,Animalia,,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3233.0,NeuNGc(a2-8)NeuNGc(a2-3)Gal,,1.0,Chordata,,glycobase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
